user_id,txn_id,month,day,merchant,category,amount
u_00003,T000090,5,8,Steakhouse Grill,dining,53.03
u_00003,T000091,5,11,Spotify,subscription,4.63
u_00003,T000092,5,12,Internet & Cable Co,utilities,21.09
u_00003,T000093,5,21,Planet Fitness,subscription,11.62
u_00003,T000094,5,17,Trader Joe's,grocery,49.92
u_00003,T000095,5,10,Adobe Creative Cloud,subscription,18.22
u_00003,T000096,5,14,Shell Gas,gas,13.84
u_00003,T000097,5,14,Uber,transport,16.34
u_00003,T000098,5,23,Great Clips,personal_care,8.67
u_00003,T000099,5,26,Live Nation Tickets,entertainment,48.78
u_00003,T000100,5,16,Olive Garden,dining,15.95
u_00003,T000101,5,10,Nail Salon,personal_care,21.72
u_00003,T000102,5,3,Adobe Creative Cloud,subscription,14.22
u_00003,T000103,5,18,Circle K,gas,11.67
u_00003,T000104,5,13,Steakhouse Grill,dining,43.17
u_00003,T000105,5,6,Nail Salon,personal_care,31.9
u_00003,T000106,5,16,AMC Theatres,entertainment,18.44
u_00003,T000107,5,24,Whole Foods,grocery,61.66
