user_id,external_account_id,month,balance,credit_limit,days_past_due
u_00006,u_00006_ext01,6,6953.98,20000.0,0
u_00007,u_00007_ext01,1,4900.63,15000.0,0
u_00007,u_00007_ext01,2,5118.93,15000.0,0
u_00007,u_00007_ext01,3,5237.01,15000.0,0
u_00007,u_00007_ext01,4,5221.22,15000.0,0
u_00007,u_00007_ext01,5,5442.83,15000.0,0
u_00007,u_00007_ext01,6,5611.44,15000.0,0
u_00008,u_00008_ext01,1,5761.16,15000.0,30
u_00008,u_00008_ext01,2,6092.67,15000.0,30
u_00008,u_00008_ext01,3,6161.78,15000.0,30
u_00008,u_00008_ext01,4,6076.03,15000.0,30
u_00008,u_00008_ext01,5,6402.01,15000.0,30
u_00008,u_00008_ext01,6,6125.0,15000.0,60
u_00009,u_00009_ext01,1,3397.53,10000.0,0
u_00009,u_00009_ext01,2,3924.47,10000.0,0
u_00009,u_00009_ext01,3,3574.46,10000.0,0
u_00009,u_00009_ext01,4,3475.07,10000.0,0
u_00009,u_00009_ext01,5,3585.51,10000.0,0
u_00009,u_00009_ext01,6,3464.43,10000.0,30
u_00010,u_00010_ext01,1,3911.78,8000.0,0
u_00010,u_00010_ext01,2,4296.94,8000.0,0
u_00010,u_00010_ext01,3,4305.93,8000.0,0
u_00010,u_00010_ext01,4,4296.86,8000.0,0
u_00010,u_00010_ext01,5,4594.64,8000.0,0
u_00010,u_00010_ext01,6,4304.56,8000.0,0
u_00011,u_00011_ext01,1,6130.6,15000.0,0
u_00011,u_00011_ext01,2,5559.11,15000.0,0
u_00011,u_00011_ext01,3,5408.55,15000.0,0
u_00011,u_00011_ext01,4,5110.7,15000.0,0
u_00011,u_00011_ext01,5,4872.01,15000.0,0
u_00011,u_00011_ext01,6,4756.52,15000.0,0
u_00012,u_00012_ext01,1,1153.11,3000.0,0
u_00012,u_00012_ext01,2,1134.17,3000.0,0
u_00012,u_00012_ext01,3,1168.46,3000.0,30
u_00012,u_00012_ext01,4,1218.93,3000.0,30
u_00012,u_00012_ext01,5,1231.37,3000.0,60
u_00012,u_00012_ext01,6,1168.84,3000.0,60
u_00013,u_00013_ext01,1,6788.8,20000.0,0
u_00013,u_00013_ext01,2,6152.68,20000.0,0
u_00013,u_00013_ext01,3,6381.17,20000.0,0
u_00013,u_00013_ext01,4,6448.41,20000.0,0
u_00013,u_00013_ext01,5,6425.83,20000.0,0
u_00013,u_00013_ext01,6,7391.81,20000.0,0
u_00014,u_00014_ext01,1,1115.76,3000.0,0
u_00014,u_00014_ext01,2,1165.92,3000.0,0
u_00014,u_00014_ext01,3,1085.39,3000.0,0
u_00014,u_00014_ext01,4,1128.51,3000.0,30
u_00014,u_00014_ext01,5,1187.01,3000.0,30
u_00014,u_00014_ext01,6,1258.65,3000.0,30
u_00015,u_00015_ext01,1,6608.92,15000.0,0
u_00015,u_00015_ext01,2,6753.98,15000.0,0
u_00015,u_00015_ext01,3,6742.48,15000.0,0
u_00015,u_00015_ext01,4,7550.61,15000.0,0
u_00015,u_00015_ext01,5,6792.47,15000.0,0
u_00015,u_00015_ext01,6,7267.1,15000.0,0
u_00016,u_00016_ext01,1,8474.74,20000.0,0
u_00016,u_00016_ext01,2,8318.08,20000.0,0
u_00016,u_00016_ext01,3,7841.02,20000.0,0
u_00016,u_00016_ext01,4,8330.78,20000.0,30
u_00016,u_00016_ext01,5,8979.64,20000.0,30
u_00016,u_00016_ext01,6,9566.73,20000.0,0
u_00017,u_00017_ext01,1,1323.64,3000.0,0
u_00017,u_00017_ext01,2,1323.81,3000.0,0
u_00017,u_00017_ext01,3,1406.28,3000.0,0
u_00017,u_00017_ext01,4,1503.44,3000.0,0
u_00017,u_00017_ext01,5,1482.03,3000.0,0
u_00017,u_00017_ext01,6,1441.37,3000.0,0
u_00018,u_00018_ext01,1,3011.42,10000.0,0
u_00018,u_00018_ext01,2,2961.72,10000.0,0
u_00018,u_00018_ext01,3,3002.92,10000.0,0
u_00018,u_00018_ext01,4,3076.59,10000.0,0
u_00018,u_00018_ext01,5,3038.58,10000.0,0
u_00018,u_00018_ext01,6,3219.23,10000.0,0
u_00019,u_00019_ext01,1,3154.17,10000.0,0
u_00019,u_00019_ext01,2,2928.38,10000.0,30
u_00019,u_00019_ext01,3,2955.57,10000.0,30
u_00019,u_00019_ext01,4,2986.7,10000.0,30
u_00019,u_00019_ext01,5,2651.7,10000.0,30
u_00019,u_00019_ext01,6,2399.12,10000.0,0
u_00020,u_00020_ext01,1,6059.79,15000.0,0
u_00020,u_00020_ext01,2,5980.8,15000.0,0
u_00020,u_00020_ext01,3,5728.55,15000.0,0
u_00020,u_00020_ext01,4,5432.42,15000.0,0
u_00020,u_00020_ext01,5,4876.51,15000.0,0
u_00020,u_00020_ext01,6,4473.02,15000.0,0
u_00021,u_00021_ext01,1,4896.73,15000.0,0
u_00021,u_00021_ext01,2,5130.37,15000.0,0
u_00021,u_00021_ext01,3,4876.51,15000.0,0
u_00021,u_00021_ext01,4,4871.63,15000.0,0
u_00021,u_00021_ext01,5,5228.74,15000.0,0
u_00021,u_00021_ext01,6,5656.91,15000.0,0
u_00022,u_00022_ext01,1,6511.92,15000.0,0
u_00022,u_00022_ext01,2,6483.03,15000.0,0
u_00022,u_00022_ext01,3,6013.25,15000.0,0
u_00022,u_00022_ext01,4,5777.53,15000.0,30
u_00022,u_00022_ext01,5,5665.29,15000.0,30
u_00022,u_00022_ext01,6,5577.45,15000.0,30
u_00023,u_00023_ext01,1,817.25,3000.0,0
u_00023,u_00023_ext01,2,851.95,3000.0,0
u_00023,u_00023_ext01,3,855.44,3000.0,0
u_00023,u_00023_ext01,4,827.1,3000.0,0
u_00023,u_00023_ext01,5,819.69,3000.0,0
u_00023,u_00023_ext01,6,826.96,3000.0,0
u_00024,u_00024_ext01,1,2237.16,8000.0,0
u_00024,u_00024_ext01,2,2220.9,8000.0,0
u_00024,u_00024_ext01,3,2235.06,8000.0,0
u_00024,u_00024_ext01,4,2300.26,8000.0,0
u_00024,u_00024_ext01,5,2232.74,8000.0,0
u_00024,u_00024_ext01,6,2404.73,8000.0,0
u_00025,u_00025_ext01,1,1987.41,5000.0,0
u_00025,u_00025_ext01,2,1994.88,5000.0,0
u_00025,u_00025_ext01,3,1917.91,5000.0,0
u_00025,u_00025_ext01,4,1970.84,5000.0,0
u_00025,u_00025_ext01,5,1860.99,5000.0,0
u_00025,u_00025_ext01,6,1799.46,5000.0,0
u_00026,u_00026_ext01,1,8596.03,20000.0,0
u_00026,u_00026_ext01,2,8530.13,20000.0,0
u_00026,u_00026_ext01,3,8201.85,20000.0,0
u_00026,u_00026_ext01,4,7962.87,20000.0,0
u_00026,u_00026_ext01,5,7448.37,20000.0,0
u_00026,u_00026_ext01,6,7946.85,20000.0,0
u_00027,u_00027_ext01,1,1593.54,5000.0,0
u_00027,u_00027_ext01,2,1620.88,5000.0,0
u_00027,u_00027_ext01,3,1583.48,5000.0,0
u_00027,u_00027_ext01,4,1775.39,5000.0,0
u_00027,u_00027_ext01,5,1901.32,5000.0,0
u_00027,u_00027_ext01,6,1826.49,5000.0,0
u_00028,u_00028_ext01,1,4223.05,15000.0,0
u_00028,u_00028_ext01,2,4350.16,15000.0,0
u_00028,u_00028_ext01,3,4466.56,15000.0,0
u_00028,u_00028_ext01,4,4778.34,15000.0,0
u_00028,u_00028_ext01,5,4762.29,15000.0,0
u_00028,u_00028_ext01,6,4724.95,15000.0,0
u_00029,u_00029_ext01,1,9884.04,20000.0,0
u_00029,u_00029_ext01,2,10034.01,20000.0,0
u_00029,u_00029_ext01,3,9276.61,20000.0,0
u_00029,u_00029_ext01,4,9884.0,20000.0,0
u_00029,u_00029_ext01,5,9478.77,20000.0,0
u_00029,u_00029_ext01,6,9713.07,20000.0,30
u_00030,u_00030_ext01,1,4509.47,10000.0,0
u_00030,u_00030_ext01,2,4654.98,10000.0,0
u_00030,u_00030_ext01,3,4724.65,10000.0,30
u_00030,u_00030_ext01,4,4740.26,10000.0,30
u_00030,u_00030_ext01,5,4954.25,10000.0,0
u_00030,u_00030_ext01,6,5304.64,10000.0,30
u_00031,u_00031_ext01,1,3387.32,8000.0,0
u_00031,u_00031_ext01,2,3409.21,8000.0,0
u_00031,u_00031_ext01,3,3482.39,8000.0,0
u_00031,u_00031_ext01,4,3466.01,8000.0,0
u_00031,u_00031_ext01,5,3258.61,8000.0,0
u_00031,u_00031_ext01,6,3022.53,8000.0,0
u_00032,u_00032_ext01,1,5102.28,15000.0,0
u_00032,u_00032_ext01,2,5277.0,15000.0,0
u_00032,u_00032_ext01,3,5017.9,15000.0,0
u_00032,u_00032_ext01,4,5218.76,15000.0,0
u_00032,u_00032_ext01,5,5288.28,15000.0,0
u_00032,u_00032_ext01,6,5451.83,15000.0,0
u_00033,u_00033_ext01,1,1463.6,5000.0,0
u_00033,u_00033_ext01,2,1483.53,5000.0,0
u_00033,u_00033_ext01,3,1586.18,5000.0,0
u_00033,u_00033_ext01,4,1522.66,5000.0,0
u_00033,u_00033_ext01,5,1537.87,5000.0,0
u_00033,u_00033_ext01,6,1519.22,5000.0,0
u_00034,u_00034_ext01,1,815.74,3000.0,0
u_00034,u_00034_ext01,2,796.57,3000.0,0
u_00034,u_00034_ext01,3,762.75,3000.0,0
u_00034,u_00034_ext01,4,756.03,3000.0,30
u_00034,u_00034_ext01,5,755.6,3000.0,30
u_00034,u_00034_ext01,6,805.35,3000.0,30
u_00035,u_00035_ext01,1,9221.34,20000.0,0
u_00035,u_00035_ext01,2,9503.61,20000.0,0
u_00035,u_00035_ext01,3,9601.79,20000.0,0
u_00035,u_00035_ext01,4,9205.32,20000.0,0
u_00035,u_00035_ext01,5,10430.09,20000.0,0
u_00035,u_00035_ext01,6,10501.33,20000.0,0
u_00036,u_00036_ext01,1,895.86,3000.0,0
u_00036,u_00036_ext01,2,932.56,3000.0,0
u_00036,u_00036_ext01,3,930.0,3000.0,0
u_00036,u_00036_ext01,4,929.65,3000.0,0
u_00036,u_00036_ext01,5,1035.13,3000.0,0
u_00036,u_00036_ext01,6,1044.01,3000.0,0
u_00037,u_00037_ext01,1,4075.92,15000.0,0
u_00037,u_00037_ext01,2,4258.05,15000.0,0
u_00037,u_00037_ext01,3,3982.13,15000.0,0
u_00037,u_00037_ext01,4,4243.95,15000.0,0
u_00037,u_00037_ext01,5,3848.85,15000.0,0
u_00037,u_00037_ext01,6,3960.01,15000.0,0
u_00038,u_00038_ext01,1,2468.46,8000.0,0
u_00038,u_00038_ext01,2,2409.2,8000.0,0
u_00038,u_00038_ext01,3,2413.43,8000.0,0
u_00038,u_00038_ext01,4,2505.72,8000.0,0
u_00038,u_00038_ext01,5,2732.1,8000.0,0
u_00038,u_00038_ext01,6,2884.06,8000.0,0
u_00039,u_00039_ext01,1,6794.88,20000.0,0
u_00039,u_00039_ext01,2,6993.67,20000.0,0
u_00039,u_00039_ext01,3,6963.93,20000.0,0
u_00039,u_00039_ext01,4,7016.15,20000.0,0
u_00039,u_00039_ext01,5,7948.16,20000.0,0
u_00039,u_00039_ext01,6,8260.78,20000.0,0
u_00040,u_00040_ext01,1,3002.62,10000.0,0
u_00040,u_00040_ext01,2,3031.7,10000.0,0
u_00040,u_00040_ext01,3,2918.59,10000.0,0
u_00040,u_00040_ext01,4,3005.83,10000.0,0
u_00040,u_00040_ext01,5,3217.64,10000.0,0
u_00040,u_00040_ext01,6,3131.41,10000.0,0
u_00041,u_00041_ext01,1,2532.9,10000.0,0
u_00041,u_00041_ext01,2,2790.73,10000.0,0
u_00041,u_00041_ext01,3,2904.27,10000.0,0
u_00041,u_00041_ext01,4,3122.05,10000.0,0
u_00041,u_00041_ext01,5,3552.01,10000.0,0
u_00041,u_00041_ext01,6,4051.59,10000.0,0
u_00042,u_00042_ext01,1,9557.19,20000.0,0
u_00042,u_00042_ext01,2,10088.62,20000.0,0
u_00042,u_00042_ext01,3,10193.83,20000.0,0
u_00042,u_00042_ext01,4,10978.86,20000.0,0
u_00042,u_00042_ext01,5,10942.7,20000.0,0
u_00042,u_00042_ext01,6,11682.23,20000.0,0
u_00043,u_00043_ext01,1,6022.62,15000.0,0
u_00043,u_00043_ext01,2,5930.53,15000.0,0
u_00043,u_00043_ext01,3,6049.83,15000.0,30
u_00043,u_00043_ext01,4,6234.36,15000.0,30
u_00043,u_00043_ext01,5,6721.69,15000.0,30
u_00043,u_00043_ext01,6,6733.0,15000.0,30
u_00044,u_00044_ext01,1,1224.66,3000.0,30
u_00044,u_00044_ext01,2,1191.17,3000.0,0
u_00044,u_00044_ext01,3,1199.41,3000.0,0
u_00044,u_00044_ext01,4,1280.54,3000.0,0
u_00044,u_00044_ext01,5,1185.23,3000.0,0
u_00044,u_00044_ext01,6,1150.02,3000.0,0
u_00045,u_00045_ext01,1,2000.48,5000.0,0
u_00045,u_00045_ext01,2,2117.89,5000.0,0
u_00045,u_00045_ext01,3,2030.29,5000.0,0
u_00045,u_00045_ext01,4,2008.67,5000.0,0
u_00045,u_00045_ext01,5,1921.35,5000.0,0
u_00045,u_00045_ext01,6,1948.18,5000.0,30
u_00046,u_00046_ext01,1,4394.88,15000.0,0
u_00046,u_00046_ext01,2,4446.53,15000.0,0
u_00046,u_00046_ext01,3,4745.13,15000.0,0
u_00046,u_00046_ext01,4,4875.08,15000.0,30
u_00046,u_00046_ext01,5,5152.12,15000.0,0
u_00046,u_00046_ext01,6,4761.49,15000.0,0
u_00047,u_00047_ext01,1,5413.42,20000.0,0
u_00047,u_00047_ext01,2,5670.65,20000.0,0
u_00047,u_00047_ext01,3,6130.39,20000.0,0
u_00047,u_00047_ext01,4,6240.82,20000.0,0
u_00047,u_00047_ext01,5,5772.19,20000.0,0
u_00047,u_00047_ext01,6,5608.06,20000.0,0
u_00048,u_00048_ext01,1,1053.81,3000.0,0
u_00048,u_00048_ext01,2,1042.32,3000.0,0
u_00048,u_00048_ext01,3,968.03,3000.0,0
u_00048,u_00048_ext01,4,947.29,3000.0,0
u_00048,u_00048_ext01,5,908.32,3000.0,0
u_00048,u_00048_ext01,6,878.54,3000.0,0
u_00049,u_00049_ext01,1,2685.76,10000.0,0
u_00049,u_00049_ext01,2,2810.95,10000.0,0
u_00049,u_00049_ext01,3,2696.18,10000.0,0
u_00049,u_00049_ext01,4,2603.12,10000.0,0
u_00049,u_00049_ext01,5,2629.1,10000.0,0
u_00049,u_00049_ext01,6,2685.16,10000.0,0
u_00050,u_00050_ext01,1,2892.47,8000.0,0
u_00050,u_00050_ext01,2,2752.93,8000.0,0
u_00050,u_00050_ext01,3,2749.5,8000.0,0
u_00050,u_00050_ext01,4,2646.12,8000.0,30
u_00050,u_00050_ext01,5,2445.46,8000.0,0
u_00050,u_00050_ext01,6,2533.2,8000.0,0
u_00051,u_00051_ext01,1,4994.42,10000.0,0
u_00051,u_00051_ext01,2,4733.74,10000.0,30
u_00051,u_00051_ext01,3,4848.79,10000.0,30
u_00051,u_00051_ext01,4,4740.6,10000.0,0
u_00051,u_00051_ext01,5,4953.06,10000.0,0
u_00051,u_00051_ext01,6,5065.87,10000.0,0
u_00052,u_00052_ext01,1,5078.75,20000.0,0
u_00052,u_00052_ext01,2,4751.38,20000.0,0
u_00052,u_00052_ext01,3,4453.04,20000.0,0
u_00052,u_00052_ext01,4,4433.34,20000.0,0
u_00052,u_00052_ext01,5,4464.39,20000.0,0
u_00052,u_00052_ext01,6,4153.64,20000.0,0
u_00053,u_00053_ext01,1,3888.18,8000.0,0
u_00053,u_00053_ext01,2,3986.9,8000.0,0
u_00053,u_00053_ext01,3,3966.89,8000.0,0
u_00053,u_00053_ext01,4,3701.93,8000.0,0
u_00053,u_00053_ext01,5,3657.98,8000.0,0
u_00053,u_00053_ext01,6,3997.65,8000.0,0
u_00054,u_00054_ext01,1,956.41,3000.0,0
u_00054,u_00054_ext01,2,947.46,3000.0,0
u_00054,u_00054_ext01,3,862.84,3000.0,0
u_00054,u_00054_ext01,4,880.91,3000.0,0
u_00054,u_00054_ext01,5,864.09,3000.0,0
u_00054,u_00054_ext01,6,820.11,3000.0,0
u_00055,u_00055_ext01,1,3217.74,10000.0,0
u_00055,u_00055_ext01,2,3256.46,10000.0,0
u_00055,u_00055_ext01,3,3217.26,10000.0,0
u_00055,u_00055_ext01,4,3176.28,10000.0,0
u_00055,u_00055_ext01,5,3098.63,10000.0,0
u_00055,u_00055_ext01,6,3057.23,10000.0,0
u_00056,u_00056_ext01,1,830.6,3000.0,0
u_00056,u_00056_ext01,2,813.76,3000.0,0
u_00056,u_00056_ext01,3,761.04,3000.0,0
u_00056,u_00056_ext01,4,751.32,3000.0,0
u_00056,u_00056_ext01,5,786.2,3000.0,0
u_00056,u_00056_ext01,6,789.91,3000.0,0
u_00057,u_00057_ext01,1,3659.04,10000.0,0
u_00057,u_00057_ext01,2,3726.78,10000.0,0
u_00057,u_00057_ext01,3,4004.76,10000.0,0
u_00057,u_00057_ext01,4,4103.4,10000.0,0
u_00057,u_00057_ext01,5,4140.41,10000.0,0
u_00057,u_00057_ext01,6,3973.57,10000.0,0
u_00058,u_00058_ext01,1,927.01,3000.0,0
u_00058,u_00058_ext01,2,959.84,3000.0,0
u_00058,u_00058_ext01,3,951.52,3000.0,0
u_00058,u_00058_ext01,4,1006.16,3000.0,0
u_00058,u_00058_ext01,5,1040.75,3000.0,0
u_00058,u_00058_ext01,6,1141.9,3000.0,0
u_00059,u_00059_ext01,1,7098.98,20000.0,0
u_00059,u_00059_ext01,2,6848.26,20000.0,0
u_00059,u_00059_ext01,3,7384.69,20000.0,0
u_00059,u_00059_ext01,4,8081.6,20000.0,0
u_00059,u_00059_ext01,5,7440.24,20000.0,0
u_00059,u_00059_ext01,6,7934.25,20000.0,0
u_00060,u_00060_ext01,1,5135.58,15000.0,0
u_00060,u_00060_ext01,2,4732.0,15000.0,0
u_00060,u_00060_ext01,3,4768.6,15000.0,0
u_00060,u_00060_ext01,4,5038.69,15000.0,0
u_00060,u_00060_ext01,5,4529.79,15000.0,0
u_00060,u_00060_ext01,6,4626.57,15000.0,0
u_00061,u_00061_ext01,1,2675.09,10000.0,0
u_00061,u_00061_ext01,2,2526.32,10000.0,0
u_00061,u_00061_ext01,3,2610.36,10000.0,0
u_00061,u_00061_ext01,4,2612.4,10000.0,0
u_00061,u_00061_ext01,5,2630.78,10000.0,0
u_00061,u_00061_ext01,6,2689.14,10000.0,0
u_00062,u_00062_ext01,1,4377.02,15000.0,0
u_00062,u_00062_ext01,2,4763.33,15000.0,0
u_00062,u_00062_ext01,3,4577.49,15000.0,0
u_00062,u_00062_ext01,4,4680.65,15000.0,0
u_00062,u_00062_ext01,5,4573.39,15000.0,0
u_00062,u_00062_ext01,6,4235.59,15000.0,0
u_00063,u_00063_ext01,1,2568.79,8000.0,0
u_00063,u_00063_ext01,2,2353.56,8000.0,0
u_00063,u_00063_ext01,3,2555.04,8000.0,0
u_00063,u_00063_ext01,4,2592.44,8000.0,0
u_00063,u_00063_ext01,5,2563.33,8000.0,0
u_00063,u_00063_ext01,6,2845.98,8000.0,0
u_00064,u_00064_ext01,1,1654.73,5000.0,30
u_00064,u_00064_ext01,2,1712.94,5000.0,30
u_00064,u_00064_ext01,3,1747.67,5000.0,30
u_00064,u_00064_ext01,4,1688.28,5000.0,0
u_00064,u_00064_ext01,5,1568.16,5000.0,0
u_00064,u_00064_ext01,6,1613.14,5000.0,0
u_00065,u_00065_ext01,1,3635.18,10000.0,0
u_00065,u_00065_ext01,2,3566.34,10000.0,0
u_00065,u_00065_ext01,3,3962.06,10000.0,0
u_00065,u_00065_ext01,4,3812.13,10000.0,0
u_00065,u_00065_ext01,5,3702.5,10000.0,0
u_00065,u_00065_ext01,6,3628.35,10000.0,0
u_00066,u_00066_ext01,1,7438.25,20000.0,0
u_00066,u_00066_ext01,2,8100.67,20000.0,30
u_00066,u_00066_ext01,3,7761.07,20000.0,0
u_00066,u_00066_ext01,4,7449.78,20000.0,0
u_00066,u_00066_ext01,5,7295.31,20000.0,0
u_00066,u_00066_ext01,6,6636.52,20000.0,0
u_00067,u_00067_ext01,1,3212.84,10000.0,0
u_00067,u_00067_ext01,2,3123.56,10000.0,0
u_00067,u_00067_ext01,3,3196.37,10000.0,0
u_00067,u_00067_ext01,4,3462.93,10000.0,0
u_00067,u_00067_ext01,5,3552.68,10000.0,0
u_00067,u_00067_ext01,6,3727.65,10000.0,0
u_00068,u_00068_ext01,1,2429.11,8000.0,0
u_00068,u_00068_ext01,2,2518.93,8000.0,0
u_00068,u_00068_ext01,3,2362.06,8000.0,0
u_00068,u_00068_ext01,4,2530.64,8000.0,0
u_00068,u_00068_ext01,5,2357.65,8000.0,0
u_00068,u_00068_ext01,6,2486.19,8000.0,0
u_00069,u_00069_ext01,1,2086.39,8000.0,0
u_00069,u_00069_ext01,2,2196.98,8000.0,0
u_00069,u_00069_ext01,3,2198.06,8000.0,0
u_00069,u_00069_ext01,4,2213.59,8000.0,0
u_00069,u_00069_ext01,5,2255.97,8000.0,0
u_00069,u_00069_ext01,6,2300.71,8000.0,0
u_00070,u_00070_ext01,1,8016.23,20000.0,0
u_00070,u_00070_ext01,2,7623.5,20000.0,0
u_00070,u_00070_ext01,3,7230.18,20000.0,0
u_00070,u_00070_ext01,4,7386.32,20000.0,0
u_00070,u_00070_ext01,5,7129.83,20000.0,0
u_00070,u_00070_ext01,6,6765.02,20000.0,0
u_00071,u_00071_ext01,1,3788.2,8000.0,0
u_00071,u_00071_ext01,2,3796.49,8000.0,0
u_00071,u_00071_ext01,3,3730.68,8000.0,0
u_00071,u_00071_ext01,4,3507.37,8000.0,0
u_00071,u_00071_ext01,5,3676.54,8000.0,0
u_00071,u_00071_ext01,6,3678.44,8000.0,0
u_00072,u_00072_ext01,1,4827.53,10000.0,0
u_00072,u_00072_ext01,2,4737.92,10000.0,0
u_00072,u_00072_ext01,3,4648.3,10000.0,0
u_00072,u_00072_ext01,4,4602.75,10000.0,0
u_00072,u_00072_ext01,5,4900.68,10000.0,0
u_00072,u_00072_ext01,6,5268.24,10000.0,0
u_00073,u_00073_ext01,1,2266.65,5000.0,0
u_00073,u_00073_ext01,2,2403.72,5000.0,0
u_00073,u_00073_ext01,3,2528.72,5000.0,0
u_00073,u_00073_ext01,4,2446.81,5000.0,0
u_00073,u_00073_ext01,5,2407.06,5000.0,0
u_00073,u_00073_ext01,6,2390.9,5000.0,0
u_00074,u_00074_ext01,1,1507.5,5000.0,0
u_00074,u_00074_ext01,2,1529.39,5000.0,0
u_00074,u_00074_ext01,3,1395.55,5000.0,0
u_00074,u_00074_ext01,4,1289.44,5000.0,0
u_00074,u_00074_ext01,5,1350.06,5000.0,0
u_00074,u_00074_ext01,6,1424.29,5000.0,30
u_00075,u_00075_ext01,1,1175.49,3000.0,0
u_00075,u_00075_ext01,2,1217.9,3000.0,0
u_00075,u_00075_ext01,3,1257.99,3000.0,0
u_00075,u_00075_ext01,4,1319.3,3000.0,0
u_00075,u_00075_ext01,5,1280.12,3000.0,0
u_00075,u_00075_ext01,6,1287.61,3000.0,0
u_00076,u_00076_ext01,1,4474.33,10000.0,0
u_00076,u_00076_ext01,2,4230.92,10000.0,30
u_00076,u_00076_ext01,3,4548.64,10000.0,30
u_00076,u_00076_ext01,4,4190.76,10000.0,30
u_00076,u_00076_ext01,5,4047.15,10000.0,0
u_00076,u_00076_ext01,6,3840.57,10000.0,0
u_00077,u_00077_ext01,1,2039.83,5000.0,0
u_00077,u_00077_ext01,2,2029.61,5000.0,0
u_00077,u_00077_ext01,3,1911.59,5000.0,0
u_00077,u_00077_ext01,4,1939.64,5000.0,0
u_00077,u_00077_ext01,5,1952.89,5000.0,0
u_00077,u_00077_ext01,6,2071.02,5000.0,0
u_00078,u_00078_ext01,1,1447.56,3000.0,0
u_00078,u_00078_ext01,2,1505.85,3000.0,0
u_00078,u_00078_ext01,3,1557.79,3000.0,0
u_00078,u_00078_ext01,4,1464.61,3000.0,0
u_00078,u_00078_ext01,5,1405.91,3000.0,30
u_00078,u_00078_ext01,6,1397.6,3000.0,30
u_00079,u_00079_ext01,1,2372.8,5000.0,0
u_00079,u_00079_ext01,2,2201.0,5000.0,0
u_00079,u_00079_ext01,3,2232.47,5000.0,0
u_00079,u_00079_ext01,4,2252.03,5000.0,0
u_00079,u_00079_ext01,5,2240.4,5000.0,0
u_00079,u_00079_ext01,6,2433.73,5000.0,0
u_00080,u_00080_ext01,1,2478.59,5000.0,0
u_00080,u_00080_ext01,2,2408.68,5000.0,0
u_00080,u_00080_ext01,3,2361.84,5000.0,0
u_00080,u_00080_ext01,4,2468.04,5000.0,0
u_00080,u_00080_ext01,5,2432.45,5000.0,0
u_00080,u_00080_ext01,6,2592.76,5000.0,0
u_00081,u_00081_ext01,1,3807.24,8000.0,0
u_00081,u_00081_ext01,2,3655.24,8000.0,0
u_00081,u_00081_ext01,3,3852.63,8000.0,0
u_00081,u_00081_ext01,4,3680.22,8000.0,0
u_00081,u_00081_ext01,5,3552.13,8000.0,0
u_00081,u_00081_ext01,6,3624.85,8000.0,0
u_00082,u_00082_ext01,1,3108.55,8000.0,0
u_00082,u_00082_ext01,2,2997.54,8000.0,0
u_00082,u_00082_ext01,3,2869.27,8000.0,0
u_00082,u_00082_ext01,4,2798.97,8000.0,0
u_00082,u_00082_ext01,5,2982.85,8000.0,0
u_00082,u_00082_ext01,6,3047.64,8000.0,0
u_00083,u_00083_ext01,1,2208.75,8000.0,0
