user_id,month,statement_balance,credit_limit,minimum_due,actual_payment,payment_returned,days_past_due
u_00021,5,4882.98,8000.0,146.49,390.57,False,0
u_00021,6,5776.99,8000.0,173.31,456.16,False,0
u_00022,1,5114.4,12000.0,153.43,931.62,False,0
u_00022,2,5114.4,12000.0,153.43,909.16,False,0
u_00022,3,5276.59,12000.0,158.3,928.68,False,0
u_00022,4,5276.59,12000.0,158.3,948.23,False,0
u_00022,5,5276.61,12000.0,158.3,938.52,False,30
u_00022,6,5276.62,12000.0,158.3,961.81,False,30
u_00023,1,7857.0,20000.0,235.71,630.29,False,0
u_00023,2,8222.42,20000.0,246.67,680.87,False,0
u_00023,3,8703.93,20000.0,261.12,728.11,False,0
u_00023,4,8703.92,20000.0,261.12,729.53,False,30
u_00023,5,9581.93,20000.0,287.46,804.53,False,30
u_00023,6,10153.38,20000.0,304.6,851.59,False,0
u_00024,1,9410.26,20000.0,282.31,910.74,False,30
u_00024,2,9578.53,20000.0,287.36,927.29,False,60
u_00024,3,9578.52,20000.0,287.36,354.02,False,0
u_00024,4,10882.4,20000.0,326.47,386.71,False,0
u_00024,5,11308.41,20000.0,339.25,421.55,False,0
u_00024,6,11972.45,20000.0,359.17,460.19,False,0
u_00025,1,3768.14,8000.0,113.04,652.41,False,0
u_00025,2,3928.5,8000.0,117.85,661.14,False,0
u_00025,3,4961.91,8000.0,148.86,837.28,False,0
u_00025,4,4961.91,8000.0,148.86,841.65,False,0
u_00025,5,4961.93,8000.0,148.86,870.03,False,0
u_00025,6,4961.91,8000.0,148.86,849.56,False,0
u_00026,1,712.06,3000.0,21.36,119.07,False,0
u_00026,2,1108.13,3000.0,33.24,185.14,False,0
u_00026,3,1556.72,3000.0,46.7,260.98,False,0
u_00026,4,2215.25,3000.0,66.46,367.97,False,0
u_00026,5,2540.02,3000.0,76.2,415.83,False,0
u_00026,6,3150.0,3000.0,94.5,540.74,False,30
u_00027,1,4296.64,15000.0,128.9,348.6,False,30
u_00027,2,4296.65,15000.0,128.9,173.09,False,30
u_00027,3,5641.1,15000.0,169.23,227.98,False,30
u_00027,4,6099.41,15000.0,182.98,229.12,False,0
u_00027,5,6198.94,15000.0,185.97,211.19,False,0
u_00027,6,6411.54,15000.0,192.35,268.81,False,0
u_00028,1,1606.78,8000.0,48.2,243.02,False,0
u_00028,2,2613.28,8000.0,78.4,391.82,False,0
u_00028,3,4550.34,8000.0,136.51,689.55,False,0
u_00028,4,5643.74,8000.0,169.31,863.22,False,0
u_00028,5,5878.29,8000.0,176.35,917.8,False,0
u_00028,6,5878.29,8000.0,176.35,904.62,False,0
u_00029,1,4646.54,12000.0,139.4,384.04,False,0
u_00029,2,6171.27,12000.0,185.14,480.36,False,0
u_00029,3,6904.82,12000.0,207.14,542.03,False,0
u_00029,4,6904.84,12000.0,207.15,526.05,False,0
u_00029,5,6904.86,12000.0,207.15,544.21,False,0
u_00029,6,7813.18,12000.0,234.4,614.89,False,0
u_00030,1,3025.97,8000.0,90.78,447.4,False,0
u_00030,2,3153.15,8000.0,94.59,485.9,False,0
u_00030,3,3153.15,8000.0,94.59,493.9,False,0
u_00030,4,3248.51,8000.0,97.46,493.95,False,0
u_00030,5,3447.75,8000.0,103.43,535.62,False,0
u_00030,6,5570.3,8000.0,167.11,848.62,False,0
u_00031,1,6018.6,12000.0,180.56,937.96,False,0
u_00031,2,6372.97,12000.0,191.19,994.84,False,0
u_00031,3,7483.98,12000.0,224.52,1162.75,False,0
u_00031,4,7483.97,12000.0,224.52,1181.96,False,0
u_00031,5,7483.97,12000.0,224.52,1165.47,False,0
u_00031,6,8218.06,12000.0,246.54,1293.79,False,0
u_00032,1,7285.64,20000.0,218.57,705.7,False,0
u_00032,2,9048.07,20000.0,271.44,819.52,False,0
u_00032,3,9048.09,20000.0,271.44,358.23,False,0
u_00032,4,10087.75,20000.0,302.63,374.58,False,0
u_00032,5,10406.47,20000.0,312.19,378.94,False,0
u_00032,6,11063.99,20000.0,331.92,428.74,False,0
u_00033,1,6704.62,15000.0,201.14,253.42,False,0
u_00033,2,7343.62,15000.0,220.31,231.19,False,0
u_00033,3,8427.84,15000.0,252.84,238.44,False,30
u_00033,4,8604.45,15000.0,258.13,251.62,False,30
u_00033,5,8802.87,15000.0,264.09,269.44,False,0
u_00033,6,9208.9,15000.0,276.27,285.93,False,0
u_00034,1,6160.3,20000.0,184.81,746.27,False,0
u_00034,2,6160.29,20000.0,184.81,759.15,False,0
u_00034,3,6160.29,20000.0,184.81,768.01,False,0
u_00034,4,6285.44,20000.0,188.56,782.63,False,0
u_00034,5,6285.44,20000.0,188.56,771.91,False,0
u_00034,6,6285.44,20000.0,188.56,765.66,False,0
u_00035,1,2140.1,5000.0,64.2,382.65,False,0
u_00035,2,2150.71,5000.0,64.52,387.83,False,0
u_00035,3,2156.12,5000.0,64.68,379.94,False,0
u_00035,4,2794.14,5000.0,83.82,496.57,False,0
u_00035,5,2794.14,5000.0,83.82,488.17,False,0
u_00035,6,2794.15,5000.0,83.82,495.01,False,0
u_00036,1,729.32,3000.0,21.88,132.08,False,0
u_00036,2,1033.79,3000.0,31.01,184.74,False,0
u_00036,3,1228.09,3000.0,36.84,222.86,False,0
u_00036,4,3131.66,3000.0,93.95,577.39,False,0
u_00036,5,3131.66,3000.0,93.95,562.38,False,0
u_00036,6,3131.65,3000.0,93.95,570.08,False,0
u_00037,1,551.55,2000.0,16.55,75.88,False,0
u_00037,2,2100.0,2000.0,63.0,288.4,False,0
u_00037,3,2100.0,2000.0,63.0,294.6,False,0
u_00037,4,2100.0,2000.0,63.0,293.67,False,0
u_00037,5,2100.0,2000.0,63.0,287.69,False,0
u_00037,6,2099.99,2000.0,63.0,295.82,False,0
u_00038,1,5469.15,15000.0,164.07,439.97,False,0
u_00038,2,5645.94,15000.0,169.38,448.49,False,0
u_00038,3,5645.93,15000.0,169.38,460.71,False,0
u_00038,4,5645.89,15000.0,169.38,445.45,False,0
u_00038,5,5684.88,15000.0,170.55,467.81,False,0
u_00038,6,5708.7,15000.0,171.26,496.98,False,0
u_00039,1,3014.68,8000.0,90.44,532.91,False,0
u_00039,2,3014.7,8000.0,90.44,537.6,False,0
u_00039,3,3401.75,8000.0,102.05,609.58,False,0
u_00039,4,3401.76,8000.0,102.05,603.67,False,0
u_00039,5,5894.68,8000.0,176.84,1068.6,False,0
u_00039,6,7521.23,8000.0,225.64,1356.93,False,0
u_00040,1,4930.01,20000.0,147.9,841.07,False,0
u_00040,2,4930.01,20000.0,147.9,814.24,False,0
u_00040,3,5445.54,20000.0,163.37,906.76,False,0
u_00040,4,6531.46,20000.0,195.94,1086.71,False,0
u_00040,5,6531.46,20000.0,195.94,1096.37,False,0
u_00040,6,6531.46,20000.0,195.94,1088.06,False,0
u_00041,1,871.93,2000.0,26.16,79.9,False,30
u_00041,2,2100.0,2000.0,63.0,188.64,False,0
u_00041,3,2100.0,2000.0,63.0,182.8,False,0
u_00041,4,2100.0,2000.0,63.0,193.95,False,0
u_00041,5,2100.0,2000.0,63.0,188.25,False,30
u_00041,6,2099.99,2000.0,63.0,191.66,False,60
u_00042,1,3630.19,15000.0,108.91,305.22,False,0
u_00042,2,3821.19,15000.0,114.64,325.43,False,0
u_00042,3,4705.28,15000.0,141.16,383.23,False,0
u_00042,4,5166.36,15000.0,154.99,436.99,False,0
u_00042,5,5166.36,15000.0,154.99,449.84,False,0
u_00042,6,5182.61,15000.0,155.48,457.77,False,0
u_00043,1,7588.31,20000.0,227.65,1050.36,False,0
u_00043,2,7768.54,20000.0,233.06,1042.69,False,30
u_00043,3,9693.91,20000.0,290.82,1350.61,False,30
u_00043,4,10254.14,20000.0,307.62,1384.92,True,30
u_00043,5,11068.93,20000.0,332.07,1513.26,False,30
u_00043,6,12639.11,20000.0,379.17,1749.25,False,30
u_00044,1,1016.04,2000.0,30.48,132.6,False,0
u_00044,2,1152.83,2000.0,34.58,153.64,False,0
u_00044,3,1268.58,2000.0,38.06,171.05,False,0
u_00044,4,1366.91,2000.0,41.01,184.9,False,0
u_00044,5,1451.4,2000.0,43.54,190.44,False,0
u_00044,6,1871.67,2000.0,56.15,237.42,False,0
u_00045,1,4072.84,8000.0,122.19,456.73,False,0
u_00045,2,4295.63,8000.0,128.87,506.1,False,0
u_00045,3,4963.63,8000.0,148.91,557.76,False,0
u_00045,4,4963.65,8000.0,148.91,549.1,False,0
u_00045,5,4963.65,8000.0,148.91,557.13,False,0
u_00045,6,6053.52,8000.0,181.61,687.41,False,0
u_00046,1,2700.75,5000.0,81.02,443.5,False,0
u_00046,2,4658.5,5000.0,139.75,745.93,False,0
u_00046,3,4658.49,5000.0,139.75,764.47,False,0
u_00046,4,5184.93,5000.0,155.55,824.54,False,0
u_00046,5,5184.95,5000.0,155.55,844.78,False,30
u_00046,6,5250.0,5000.0,157.5,867.96,False,30
u_00047,1,975.31,3000.0,29.26,146.66,False,0
u_00047,2,2092.86,3000.0,62.79,320.43,False,0
u_00047,3,2181.37,3000.0,65.44,332.76,False,0
u_00047,4,3150.0,3000.0,94.5,201.34,False,0
u_00047,5,3150.0,3000.0,94.5,204.05,False,0
u_00047,6,3149.99,3000.0,94.5,204.08,False,0
u_00048,1,690.86,3000.0,20.73,49.28,False,0
u_00048,2,2525.7,3000.0,75.77,191.95,False,0
u_00048,3,2725.03,3000.0,81.75,154.73,False,30
u_00048,4,2961.6,3000.0,88.85,173.5,False,30
u_00048,5,3150.0,3000.0,94.5,193.13,False,30
u_00048,6,3150.0,3000.0,94.5,156.04,False,30
u_00049,1,4544.86,8000.0,136.35,531.23,False,0
u_00049,2,4544.87,8000.0,136.35,515.91,False,0
u_00049,3,4959.07,8000.0,148.77,578.93,False,0
u_00049,4,5601.36,8000.0,168.04,621.08,False,0
u_00049,5,5601.36,8000.0,168.04,612.72,False,30
u_00049,6,5900.92,8000.0,177.03,633.85,False,30
u_00050,1,1656.17,5000.0,49.69,164.53,False,30
u_00050,2,1880.18,5000.0,56.41,195.33,False,30
u_00050,3,2245.2,5000.0,67.36,231.58,False,30
u_00050,4,2402.16,5000.0,72.06,244.15,False,30
u_00050,5,3690.72,5000.0,110.72,383.11,False,0
u_00050,6,4047.89,5000.0,121.44,420.42,False,0
u_00051,1,1331.45,3000.0,39.94,182.45,False,0
u_00051,2,1467.49,3000.0,44.02,198.89,False,0
u_00051,3,2563.66,3000.0,76.91,351.37,False,0
u_00051,4,3063.75,3000.0,91.91,423.01,False,0
u_00051,5,3150.0,3000.0,94.5,439.76,False,0
u_00051,6,3150.0,3000.0,94.5,437.9,False,0
u_00052,1,4289.45,15000.0,128.68,680.14,False,0
u_00052,2,4289.44,15000.0,128.68,689.73,False,0
u_00052,3,4289.46,15000.0,128.68,687.17,False,0
u_00052,4,4684.81,15000.0,140.54,757.48,False,0
u_00052,5,4969.89,15000.0,149.1,810.14,False,0
u_00052,6,6738.68,15000.0,202.16,1071.39,False,0
u_00053,1,10143.41,20000.0,304.3,1731.74,False,0
u_00053,2,10143.38,20000.0,304.3,1712.1,False,0
u_00053,3,12986.92,20000.0,389.61,2200.15,False,0
u_00053,4,14167.26,20000.0,425.02,2449.39,False,0
u_00053,5,15728.07,20000.0,471.84,2680.6,False,30
u_00053,6,15728.08,20000.0,471.84,2628.64,False,30
u_00054,1,7822.51,20000.0,234.68,625.43,False,0
u_00054,2,8298.88,20000.0,248.97,673.6,False,0
u_00054,3,8425.15,20000.0,252.75,623.08,False,0
u_00054,4,9422.41,20000.0,282.67,709.36,False,0
u_00054,5,9476.49,20000.0,284.29,767.41,False,0
u_00054,6,10209.55,20000.0,306.29,810.91,False,0
u_00055,1,3141.97,12000.0,94.26,248.93,False,0
u_00055,2,3303.83,12000.0,99.11,250.86,False,0
u_00055,3,4158.96,12000.0,124.77,343.37,False,0
u_00055,4,4226.4,12000.0,126.79,338.56,False,0
u_00055,5,4298.64,12000.0,128.96,324.56,False,0
u_00055,6,4833.54,12000.0,145.01,384.03,False,30
u_00056,1,6542.59,20000.0,196.28,921.53,False,0
u_00056,2,6542.58,20000.0,196.28,921.9,False,0
u_00056,3,6657.43,20000.0,199.72,903.91,False,0
u_00056,4,8191.39,20000.0,245.74,1124.85,False,0
u_00056,5,8320.82,20000.0,249.62,1148.77,False,0
u_00056,6,8320.83,20000.0,249.62,1133.05,False,0
u_00057,1,1876.24,8000.0,56.29,132.29,False,0
u_00057,2,2033.62,8000.0,61.01,143.53,False,0
u_00057,3,2179.77,8000.0,65.39,156.66,False,0
u_00057,4,2312.79,8000.0,69.38,170.0,False,0
u_00057,5,2432.46,8000.0,72.97,171.83,False,0
u_00057,6,3252.62,8000.0,97.58,234.37,False,0
u_00058,1,2879.16,12000.0,86.37,501.48,False,0
u_00058,2,2986.46,12000.0,89.59,529.98,False,0
u_00058,3,2986.47,12000.0,89.59,526.11,False,0
u_00058,4,2986.47,12000.0,89.59,532.85,False,0
u_00058,5,3683.17,12000.0,110.5,665.29,False,0
u_00058,6,3862.24,12000.0,115.87,697.82,False,0
u_00059,1,933.0,3000.0,27.99,111.82,False,0
u_00059,2,1222.56,3000.0,36.68,145.66,False,0
u_00059,3,1478.27,3000.0,44.35,60.55,False,0
u_00059,4,2272.98,3000.0,68.19,98.63,False,0
u_00059,5,3150.0,3000.0,94.5,135.45,False,30
u_00059,6,3149.99,3000.0,94.5,128.54,False,30
u_00060,1,5332.26,15000.0,159.97,661.43,False,0
u_00060,2,5332.27,15000.0,159.97,654.0,False,0
u_00060,3,5496.37,15000.0,164.89,671.71,False,0
u_00060,4,5771.64,15000.0,173.15,700.38,False,0
u_00060,5,5771.65,15000.0,173.15,731.35,False,0
u_00060,6,6515.79,15000.0,195.47,795.13,False,0
u_00061,1,1347.53,5000.0,40.43,233.88,False,0
u_00061,2,1438.92,5000.0,43.17,252.31,False,0
u_00061,3,1511.88,5000.0,45.36,253.06,False,0
u_00061,4,1584.06,5000.0,47.52,272.84,False,0
u_00061,5,1733.47,5000.0,52.0,293.59,False,0
u_00061,6,1765.13,5000.0,52.95,304.94,False,0
u_00062,1,2933.58,12000.0,88.01,484.01,False,0
u_00062,2,2933.58,12000.0,88.01,483.04,False,0
u_00062,3,2933.59,12000.0,88.01,480.93,False,0
u_00062,4,4067.48,12000.0,122.02,646.25,False,0
u_00062,5,4188.9,12000.0,125.67,679.88,False,0
u_00062,6,4870.45,12000.0,146.11,792.9,False,0
u_00063,1,2116.94,5000.0,63.51,311.09,False,0
u_00063,2,2184.02,5000.0,65.52,317.2,False,0
u_00063,3,2244.99,5000.0,67.35,341.07,False,0
u_00063,4,2282.09,5000.0,68.46,342.63,False,0
u_00063,5,2596.29,5000.0,77.89,396.38,False,0
u_00063,6,2876.9,5000.0,86.31,437.34,False,30
u_00064,1,5831.6,20000.0,174.95,894.08,False,0
u_00064,2,6129.58,20000.0,183.89,928.58,False,0
u_00064,3,6129.57,20000.0,183.89,927.58,False,0
u_00064,4,6854.54,20000.0,205.64,1038.32,False,0
u_00064,5,6854.55,20000.0,205.64,1034.03,False,0
u_00064,6,8555.68,20000.0,256.67,1303.93,False,30
u_00065,1,5381.03,15000.0,161.43,563.95,False,0
u_00065,2,6330.22,15000.0,189.91,648.83,False,0
u_00065,3,6683.37,15000.0,200.5,688.5,False,0
u_00065,4,7737.74,15000.0,232.13,821.89,False,0
u_00065,5,7737.71,15000.0,232.13,782.14,False,30
u_00065,6,7737.71,15000.0,232.13,805.98,False,30
u_00066,1,833.55,2000.0,25.01,71.6,False,30
u_00066,2,1737.88,2000.0,52.14,146.13,False,30
u_00066,3,1971.2,2000.0,59.14,176.98,False,30
u_00066,4,2099.99,2000.0,63.0,182.82,False,30
u_00066,5,2099.99,2000.0,63.0,180.35,False,30
u_00066,6,2100.0,2000.0,63.0,181.19,False,0
u_00067,1,3040.07,12000.0,91.2,305.95,False,0
u_00067,2,3423.92,12000.0,102.72,357.98,False,0
u_00067,3,5021.37,12000.0,150.64,193.85,False,0
u_00067,4,5184.11,12000.0,155.52,232.06,False,0
u_00067,5,5336.44,12000.0,160.09,217.44,False,0
u_00067,6,5497.57,12000.0,164.93,229.4,False,0
u_00068,1,4379.13,8000.0,131.37,277.77,False,0
u_00068,2,4500.95,8000.0,135.03,310.71,False,0
u_00068,3,6040.61,8000.0,181.22,424.78,False,0
u_00068,4,7329.69,8000.0,219.89,485.59,False,0
u_00068,5,7329.7,8000.0,219.89,496.62,False,0
u_00068,6,7329.71,8000.0,219.89,511.09,False,0
u_00069,1,1713.67,3000.0,51.41,118.13,False,0
u_00069,2,2148.37,3000.0,64.45,144.45,False,0
u_00069,3,2630.71,3000.0,78.92,171.99,False,0
u_00069,4,2850.73,3000.0,85.52,203.48,False,0
u_00069,5,3150.0,3000.0,94.5,234.06,False,0
u_00069,6,3150.0,3000.0,94.5,202.78,False,0
u_00070,1,1792.29,3000.0,53.77,114.85,False,0
u_00070,2,2955.52,3000.0,88.67,184.21,False,0
u_00070,3,3049.63,3000.0,91.49,184.3,False,30
u_00070,4,3143.66,3000.0,94.31,180.45,False,30
u_00070,5,3150.0,3000.0,94.5,194.07,False,30
u_00070,6,3150.0,3000.0,94.5,191.88,False,30
u_00071,1,4387.99,15000.0,131.64,459.53,False,0
u_00071,2,4656.12,15000.0,139.68,491.16,False,0
u_00071,3,5353.05,15000.0,160.59,204.27,False,30
u_00071,4,6620.46,15000.0,198.61,251.63,False,0
u_00071,5,6641.2,15000.0,199.24,248.27,False,0
u_00071,6,7561.06,15000.0,226.83,302.82,False,0
u_00072,1,1077.35,2000.0,32.32,131.45,False,0
u_00072,2,1307.31,2000.0,39.22,154.88,False,0
u_00072,3,1513.84,2000.0,45.42,176.72,False,0
u_00072,4,1698.54,2000.0,50.96,201.86,False,0
u_00072,5,1858.08,2000.0,55.74,219.26,False,0
u_00072,6,2100.0,2000.0,63.0,243.83,False,0
u_00073,1,4507.67,8000.0,135.23,465.43,False,0
u_00073,2,4507.67,8000.0,135.23,472.76,False,0
u_00073,3,4752.8,8000.0,142.58,494.78,False,0
u_00073,4,5224.52,8000.0,156.74,521.69,False,0
u_00073,5,6444.46,8000.0,193.33,658.19,False,0
u_00073,6,6444.47,8000.0,193.33,650.47,False,0
u_00074,1,7486.2,15000.0,224.59,1193.56,False,0
u_00074,2,7940.14,15000.0,238.2,1269.94,False,0
u_00074,3,9474.86,15000.0,284.25,1521.65,False,0
u_00074,4,11382.59,15000.0,341.48,1836.46,True,0
u_00074,5,12276.01,15000.0,368.28,2015.88,False,0
u_00074,6,13239.55,15000.0,397.19,2124.4,False,0
u_00075,1,3157.43,8000.0,94.72,210.75,False,0
u_00075,2,3439.64,8000.0,103.19,108.32,False,0
u_00075,3,3766.22,8000.0,112.99,129.06,False,30
u_00075,4,4275.34,8000.0,128.26,151.1,False,30
u_00075,5,4845.19,8000.0,145.36,158.36,False,30
u_00075,6,6351.21,8000.0,190.54,199.9,False,60
u_00076,1,2724.69,8000.0,81.74,239.89,False,0
u_00076,2,4256.55,8000.0,127.7,368.25,False,0
u_00076,3,4310.45,8000.0,129.31,372.94,False,0
u_00076,4,4359.68,8000.0,130.79,366.97,False,0
u_00076,5,4414.86,8000.0,132.45,362.48,False,0
u_00076,6,4874.19,8000.0,146.23,414.84,False,0
u_00077,1,1752.26,3000.0,52.57,212.85,False,0
u_00077,2,1854.23,3000.0,55.63,224.29,False,0
u_00077,3,1902.08,3000.0,57.06,234.99,False,0
u_00077,4,1939.2,3000.0,58.18,239.73,False,0
u_00077,5,1971.58,3000.0,59.15,236.88,False,0
u_00077,6,2006.81,3000.0,60.2,244.22,False,0
u_00078,1,2805.43,8000.0,84.16,129.66,False,0
u_00078,2,3199.02,8000.0,95.97,150.45,False,0
u_00078,3,3425.9,8000.0,102.78,157.13,False,0
u_00078,4,3799.48,8000.0,113.98,184.57,False,0
u_00078,5,4577.75,8000.0,137.33,202.51,False,0
u_00078,6,5126.18,8000.0,153.79,241.04,False,0
u_00079,1,2357.75,8000.0,70.73,217.82,False,0
u_00079,2,3370.66,8000.0,101.12,323.4,False,0
u_00079,3,3456.26,8000.0,103.69,115.64,False,0
u_00079,4,4698.89,8000.0,140.97,174.74,False,0
