group_id,group_size,group_similarity,member_query_ids,member_meeting_ids,member_domains,same_meeting,same_domain
Bmr006_sq_3_Bmr014_sq_0,2,0.825624406337738,Bmr006_sq_3|Bmr014_sq_0,Bmr006|Bmr014,Academic|Academic,False,True
ES2011b_sq_0_TS3011c_sq_1,2,0.8168708086013794,ES2011b_sq_0|TS3011c_sq_1,ES2011b|TS3011c,Product|Product,False,True
IS1003a_sq_0_IS1003d_sq_3,2,0.8164238333702087,IS1003a_sq_0|IS1003d_sq_3,IS1003a|IS1003d,Product|Product,False,True
ES2011d_sq_0_TS3011b_sq_0,2,0.8140528798103333,ES2011d_sq_0|TS3011b_sq_0,ES2011d|TS3011b,Product|Product,False,True
IS1003a_sq_4_IS1003a_sq_5,2,0.8090617656707764,IS1003a_sq_4|IS1003a_sq_5,IS1003a|IS1003a,Product|Product,True,True
TS3004c_sq_3_TS3011d_sq_0,2,0.8003042340278625,TS3004c_sq_3|TS3011d_sq_0,TS3004c|TS3011d,Product|Product,False,True
ES2011d_sq_1_TS3011a_sq_0,2,0.7992613911628723,ES2011d_sq_1|TS3011a_sq_0,ES2011d|TS3011a,Product|Product,False,True
education_4_sq_4_education_4_sq_5,2,0.7950503826141357,education_4_sq_4|education_4_sq_5,education_4|education_4,Committee|Committee,True,True
ES2011d_sq_0_TS3004c_sq_3,2,0.7894116640090942,ES2011d_sq_0|TS3004c_sq_3,ES2011d|TS3004c,Product|Product,False,True
TS3004a_sq_0_TS3011c_sq_1,2,0.7847647666931152,TS3004a_sq_0|TS3011c_sq_1,TS3004a|TS3011c,Product|Product,False,True
TS3004a_sq_3_TS3011a_sq_2,2,0.7846434712409973,TS3004a_sq_3|TS3011a_sq_2,TS3004a|TS3011a,Product|Product,False,True
ES2011b_sq_0_TS3004a_sq_0,2,0.7816281914710999,ES2011b_sq_0|TS3004a_sq_0,ES2011b|TS3004a,Product|Product,False,True
TS3004c_sq_3_TS3011b_sq_0,2,0.7775371074676514,TS3004c_sq_3|TS3011b_sq_0,TS3004c|TS3011b,Product|Product,False,True
ES2011a_sq_2_TS3011a_sq_0,2,0.7749121785163879,ES2011a_sq_2|TS3011a_sq_0,ES2011a|TS3011a,Product|Product,False,True
ES2004c_sq_1_ES2011d_sq_1,2,0.7737254500389099,ES2004c_sq_1|ES2011d_sq_1,ES2004c|ES2011d,Product|Product,False,True
ES2004a_sq_0_TS3004a_sq_0,2,0.7689878940582275,ES2004a_sq_0|TS3004a_sq_0,ES2004a|TS3004a,Product|Product,False,True
TS3011d_sq_3_TS3011d_sq_4,2,0.7674042582511902,TS3011d_sq_3|TS3011d_sq_4,TS3011d|TS3011d,Product|Product,True,True
education_17_sq_0_education_17_sq_2,2,0.7590516805648804,education_17_sq_0|education_17_sq_2,education_17|education_17,Committee|Committee,True,True
ES2011d_sq_2_IS1003a_sq_3,2,0.7584905028343201,ES2011d_sq_2|IS1003a_sq_3,ES2011d|IS1003a,Product|Product,False,True
TS3011a_sq_0_TS3011c_sq_0,2,0.7583528161048889,TS3011a_sq_0|TS3011c_sq_0,TS3011a|TS3011c,Product|Product,False,True
ES2004c_sq_4_ES2004c_sq_8,2,0.7558320760726929,ES2004c_sq_4|ES2004c_sq_8,ES2004c|ES2004c,Product|Product,True,True
TS3004a_sq_4_TS3011b_sq_0,2,0.7551552653312683,TS3004a_sq_4|TS3011b_sq_0,TS3004a|TS3011b,Product|Product,False,True
IS1003c_sq_4_IS1003d_sq_7,2,0.7502799034118652,IS1003c_sq_4|IS1003d_sq_7,IS1003c|IS1003d,Product|Product,False,True
IS1003a_sq_4_IS1003b_sq_7,2,0.7484688758850098,IS1003a_sq_4|IS1003b_sq_7,IS1003a|IS1003b,Product|Product,False,True
education_13_sq_4_education_13_sq_5,2,0.7484534978866577,education_13_sq_4|education_13_sq_5,education_13|education_13,Committee|Committee,True,True
ES2011a_sq_2_TS3004c_sq_3,2,0.7474159002304077,ES2011a_sq_2|TS3004c_sq_3,ES2011a|TS3004c,Product|Product,False,True
IS1003d_sq_5_TS3004a_sq_2,2,0.7460644245147705,IS1003d_sq_5|TS3004a_sq_2,IS1003d|TS3004a,Product|Product,False,True
IS1003b_sq_4_TS3004a_sq_2,2,0.7449272871017456,IS1003b_sq_4|TS3004a_sq_2,IS1003b|TS3004a,Product|Product,False,True
ES2004a_sq_0_ES2011b_sq_0,2,0.7429242730140686,ES2004a_sq_0|ES2011b_sq_0,ES2004a|ES2011b,Product|Product,False,True
ES2011d_sq_0_TS3004a_sq_4,2,0.7426710724830627,ES2011d_sq_0|TS3004a_sq_4,ES2011d|TS3004a,Product|Product,False,True
Bmr006_sq_0_Bmr014_sq_1,2,0.7422983050346375,Bmr006_sq_0|Bmr014_sq_1,Bmr006|Bmr014,Academic|Academic,False,True
TS3011a_sq_0_TS3011d_sq_0,2,0.7410839796066284,TS3011a_sq_0|TS3011d_sq_0,TS3011a|TS3011d,Product|Product,False,True
ES2004c_sq_1_TS3004c_sq_3,2,0.7408773899078369,ES2004c_sq_1|TS3004c_sq_3,ES2004c|TS3004c,Product|Product,False,True
TS3004a_sq_3_TS3011a_sq_4,2,0.7397048473358154,TS3004a_sq_3|TS3011a_sq_4,TS3004a|TS3011a,Product|Product,False,True
ES2011a_sq_5_education_4_sq_0,2,0.7372006177902222,ES2011a_sq_5|education_4_sq_0,ES2011a|education_4,Product|Committee,False,False
IS1003b_sq_3_IS1003d_sq_6,2,0.7370153665542603,IS1003b_sq_3|IS1003d_sq_6,IS1003b|IS1003d,Product|Product,False,True
TS3011a_sq_0_TS3011b_sq_0,2,0.7300135493278503,TS3011a_sq_0|TS3011b_sq_0,TS3011a|TS3011b,Product|Product,False,True
IS1003c_sq_3_IS1003d_sq_6,2,0.7251899838447571,IS1003c_sq_3|IS1003d_sq_6,IS1003c|IS1003d,Product|Product,False,True
TS3011c_sq_1_TS3011c_sq_3,2,0.7245569229125977,TS3011c_sq_1|TS3011c_sq_3,TS3011c|TS3011c,Product|Product,True,True
ES2011d_sq_3_TS3011c_sq_2,2,0.7236900925636292,ES2011d_sq_3|TS3011c_sq_2,ES2011d|TS3011c,Product|Product,False,True
ES2004a_sq_5_ES2004d_sq_0,2,0.723598062992096,ES2004a_sq_5|ES2004d_sq_0,ES2004a|ES2004d,Product|Product,False,True
IS1003d_sq_3_TS3004d_sq_0,2,0.7206259965896606,IS1003d_sq_3|TS3004d_sq_0,IS1003d|TS3004d,Product|Product,False,True
ES2004c_sq_5_ES2004c_sq_8,2,0.7204751968383789,ES2004c_sq_5|ES2004c_sq_8,ES2004c|ES2004c,Product|Product,True,True
ES2011d_sq_0_TS3011a_sq_0,2,0.7198706269264221,ES2011d_sq_0|TS3011a_sq_0,ES2011d|TS3011a,Product|Product,False,True
TS3004a_sq_1_TS3004c_sq_4,2,0.7176254987716675,TS3004a_sq_1|TS3004c_sq_4,TS3004a|TS3004c,Product|Product,False,True
TS3004a_sq_1_TS3011a_sq_2,2,0.7151594758033752,TS3004a_sq_1|TS3011a_sq_2,TS3004a|TS3011a,Product|Product,False,True
IS1003a_sq_0_IS1003b_sq_0,2,0.7150171995162964,IS1003a_sq_0|IS1003b_sq_0,IS1003a|IS1003b,Product|Product,False,True
IS1003b_sq_6_IS1003b_sq_8,2,0.7094478607177734,IS1003b_sq_6|IS1003b_sq_8,IS1003b|IS1003b,Product|Product,True,True
ES2011d_sq_0_TS3004a_sq_0,2,0.7076295018196106,ES2011d_sq_0|TS3004a_sq_0,ES2011d|TS3004a,Product|Product,False,True
TS3011a_sq_2_TS3011a_sq_4,2,0.7055097222328186,TS3011a_sq_2|TS3011a_sq_4,TS3011a|TS3011a,Product|Product,True,True
education_17_sq_3_education_17_sq_4,2,0.7044340372085571,education_17_sq_3|education_17_sq_4,education_17|education_17,Committee|Committee,True,True
ES2004c_sq_1_TS3011d_sq_0,2,0.7032572031021118,ES2004c_sq_1|TS3011d_sq_0,ES2004c|TS3011d,Product|Product,False,True
education_17_sq_6_education_17_sq_8,2,0.7024299502372742,education_17_sq_6|education_17_sq_8,education_17|education_17,Committee|Committee,True,True
TS3004a_sq_0_TS3011c_sq_3,2,0.7019922733306885,TS3004a_sq_0|TS3011c_sq_3,TS3004a|TS3011c,Product|Product,False,True
ES2004a_sq_0_TS3011c_sq_1,2,0.7018744349479675,ES2004a_sq_0|TS3011c_sq_1,ES2004a|TS3011c,Product|Product,False,True
ES2004a_sq_0_TS3011c_sq_3,2,0.7008453011512756,ES2004a_sq_0|TS3011c_sq_3,ES2004a|TS3011c,Product|Product,False,True
ES2011a_sq_2_ES2011d_sq_1,2,0.7006908059120178,ES2011a_sq_2|ES2011d_sq_1,ES2011a|ES2011d,Product|Product,False,True
IS1003b_sq_3_IS1003d_sq_0,2,0.6995307207107544,IS1003b_sq_3|IS1003d_sq_0,IS1003b|IS1003d,Product|Product,False,True
IS1003b_sq_3_IS1003b_sq_6,2,0.6995307207107544,IS1003b_sq_3|IS1003b_sq_6,IS1003b|IS1003b,Product|Product,True,True
ES2011b_sq_0_TS3004a_sq_1,2,0.699446439743042,ES2011b_sq_0|TS3004a_sq_1,ES2011b|TS3004a,Product|Product,False,True
ES2004c_sq_1_TS3011a_sq_0,2,0.6977858543395996,ES2004c_sq_1|TS3011a_sq_0,ES2004c|TS3011a,Product|Product,False,True
IS1003a_sq_0_IS1003c_sq_3,2,0.6970126032829285,IS1003a_sq_0|IS1003c_sq_3,IS1003a|IS1003c,Product|Product,False,True
ES2004c_sq_1_TS3004a_sq_4,2,0.6968226432800293,ES2004c_sq_1|TS3004a_sq_4,ES2004c|TS3004a,Product|Product,False,True
TS3004a_sq_4_TS3011c_sq_0,2,0.6962481737136841,TS3004a_sq_4|TS3011c_sq_0,TS3004a|TS3011c,Product|Product,False,True
IS1003b_sq_8_IS1003d_sq_0,2,0.6932307481765747,IS1003b_sq_8|IS1003d_sq_0,IS1003b|IS1003d,Product|Product,False,True
ES2004a_sq_5_ES2004b_sq_5,2,0.6909054517745972,ES2004a_sq_5|ES2004b_sq_5,ES2004a|ES2004b,Product|Product,False,True
ES2004c_sq_10_ES2004d_sq_5,2,0.6908003091812134,ES2004c_sq_10|ES2004d_sq_5,ES2004c|ES2004d,Product|Product,False,True
TS3011b_sq_0_TS3011c_sq_3,2,0.6907198429107666,TS3011b_sq_0|TS3011c_sq_3,TS3011b|TS3011c,Product|Product,False,True
TS3004a_sq_0_TS3004a_sq_1,2,0.690115213394165,TS3004a_sq_0|TS3004a_sq_1,TS3004a|TS3004a,Product|Product,True,True
ES2004a_sq_0_TS3004a_sq_1,2,0.6824785470962524,ES2004a_sq_0|TS3004a_sq_1,ES2004a|TS3004a,Product|Product,False,True
TS3004a_sq_4_TS3004c_sq_3,2,0.6818656325340271,TS3004a_sq_4|TS3004c_sq_3,TS3004a|TS3004c,Product|Product,False,True
ES2004b_sq_5_ES2004d_sq_0,2,0.6813082098960876,ES2004b_sq_5|ES2004d_sq_0,ES2004b|ES2004d,Product|Product,False,True
TS3004a_sq_3_TS3011c_sq_1,2,0.6808498501777649,TS3004a_sq_3|TS3011c_sq_1,TS3004a|TS3011c,Product|Product,False,True
IS1003c_sq_0_TS3011b_sq_0,2,0.6798828840255737,IS1003c_sq_0|TS3011b_sq_0,IS1003c|TS3011b,Product|Product,False,True
TS3004b_sq_0_TS3004b_sq_3,2,0.6786106824874878,TS3004b_sq_0|TS3004b_sq_3,TS3004b|TS3004b,Product|Product,True,True
ES2004d_sq_1_TS3004c_sq_1,2,0.6770525574684143,ES2004d_sq_1|TS3004c_sq_1,ES2004d|TS3004c,Product|Product,False,True
ES2004c_sq_0_education_9_sq_2,2,0.6770137548446655,ES2004c_sq_0|education_9_sq_2,ES2004c|education_9,Product|Committee,False,False
IS1003a_sq_4_IS1003b_sq_1,2,0.6762979626655579,IS1003a_sq_4|IS1003b_sq_1,IS1003a|IS1003b,Product|Product,False,True
ES2004c_sq_1_ES2011a_sq_2,2,0.6760331988334656,ES2004c_sq_1|ES2011a_sq_2,ES2004c|ES2011a,Product|Product,False,True
education_17_sq_3_education_17_sq_5,2,0.6741390228271484,education_17_sq_3|education_17_sq_5,education_17|education_17,Committee|Committee,True,True
ES2004d_sq_0_TS3011c_sq_1,2,0.6732891201972961,ES2004d_sq_0|TS3011c_sq_1,ES2004d|TS3011c,Product|Product,False,True
ES2004c_sq_1_TS3004a_sq_0,2,0.6726031303405762,ES2004c_sq_1|TS3004a_sq_0,ES2004c|TS3004a,Product|Product,False,True
IS1003a_sq_5_IS1003c_sq_5,2,0.6718193292617798,IS1003a_sq_5|IS1003c_sq_5,IS1003a|IS1003c,Product|Product,False,True
IS1003c_sq_6_TS3004b_sq_0,2,0.6709993481636047,IS1003c_sq_6|TS3004b_sq_0,IS1003c|TS3004b,Product|Product,False,True
TS3004c_sq_3_TS3011c_sq_3,2,0.6706588268280029,TS3004c_sq_3|TS3011c_sq_3,TS3004c|TS3011c,Product|Product,False,True
ES2004a_sq_4_TS3004c_sq_3,2,0.6701312065124512,ES2004a_sq_4|TS3004c_sq_3,ES2004a|TS3004c,Product|Product,False,True
ES2004c_sq_1_TS3004a_sq_1,2,0.6696164608001709,ES2004c_sq_1|TS3004a_sq_1,ES2004c|TS3004a,Product|Product,False,True
IS1003b_sq_1_IS1003c_sq_8,2,0.668133556842804,IS1003b_sq_1|IS1003c_sq_8,IS1003b|IS1003c,Product|Product,False,True
TS3011a_sq_0_TS3011c_sq_3,2,0.6676918864250183,TS3011a_sq_0|TS3011c_sq_3,TS3011a|TS3011c,Product|Product,False,True
TS3011a_sq_3_TS3011c_sq_1,2,0.6676528453826904,TS3011a_sq_3|TS3011c_sq_1,TS3011a|TS3011c,Product|Product,False,True
ES2004c_sq_5_TS3004b_sq_3,2,0.6673725247383118,ES2004c_sq_5|TS3004b_sq_3,ES2004c|TS3004b,Product|Product,False,True
ES2004a_sq_4_TS3011d_sq_0,2,0.6670436859130859,ES2004a_sq_4|TS3011d_sq_0,ES2004a|TS3011d,Product|Product,False,True
TS3011c_sq_0_TS3011d_sq_0,2,0.6636403799057007,TS3011c_sq_0|TS3011d_sq_0,TS3011c|TS3011d,Product|Product,False,True
education_13_sq_1_education_13_sq_4,2,0.6627553105354309,education_13_sq_1|education_13_sq_4,education_13|education_13,Committee|Committee,True,True
ES2011c_sq_4_TS3011b_sq_5,2,0.661884605884552,ES2011c_sq_4|TS3011b_sq_5,ES2011c|TS3011b,Product|Product,False,True
IS1003a_sq_0_TS3004b_sq_0,2,0.6617387533187866,IS1003a_sq_0|TS3004b_sq_0,IS1003a|TS3004b,Product|Product,False,True
TS3004b_sq_2_TS3004d_sq_1,2,0.6605112552642822,TS3004b_sq_2|TS3004d_sq_1,TS3004b|TS3004d,Product|Product,False,True
IS1003b_sq_0_TS3004b_sq_0,2,0.6604137420654297,IS1003b_sq_0|TS3004b_sq_0,IS1003b|TS3004b,Product|Product,False,True
ES2011b_sq_0_TS3011a_sq_3,2,0.6590292453765869,ES2011b_sq_0|TS3011a_sq_3,ES2011b|TS3011a,Product|Product,False,True
ES2004a_sq_4_TS3011a_sq_0,2,0.6585018038749695,ES2004a_sq_4|TS3011a_sq_0,ES2004a|TS3011a,Product|Product,False,True
ES2004c_sq_5_TS3011b_sq_0,2,0.6578183770179749,ES2004c_sq_5|TS3011b_sq_0,ES2004c|TS3011b,Product|Product,False,True
ES2004c_sq_8_IS1003b_sq_3,2,0.6564381122589111,ES2004c_sq_8|IS1003b_sq_3,ES2004c|IS1003b,Product|Product,False,True
ES2011c_sq_0_IS1003c_sq_5,2,0.6550760865211487,ES2011c_sq_0|IS1003c_sq_5,ES2011c|IS1003c,Product|Product,False,True
TS3004a_sq_0_TS3011a_sq_3,2,0.6539740562438965,TS3004a_sq_0|TS3011a_sq_3,TS3004a|TS3011a,Product|Product,False,True
Bro027_sq_4_Bro027_sq_5,2,0.652233898639679,Bro027_sq_4|Bro027_sq_5,Bro027|Bro027,Academic|Academic,True,True
TS3004a_sq_4_TS3011a_sq_0,2,0.6511357426643372,TS3004a_sq_4|TS3011a_sq_0,TS3004a|TS3011a,Product|Product,False,True
ES2011a_sq_2_TS3011d_sq_0,2,0.6481417417526245,ES2011a_sq_2|TS3011d_sq_0,ES2011a|TS3011d,Product|Product,False,True
ES2011a_sq_2_ES2011d_sq_0,2,0.6480693221092224,ES2011a_sq_2|ES2011d_sq_0,ES2011a|ES2011d,Product|Product,False,True
ES2011d_sq_1_TS3011b_sq_0,2,0.6474524736404419,ES2011d_sq_1|TS3011b_sq_0,ES2011d|TS3011b,Product|Product,False,True
ES2004c_sq_1_ES2011b_sq_0,2,0.6468775272369385,ES2004c_sq_1|ES2011b_sq_0,ES2004c|ES2011b,Product|Product,False,True
TS3011a_sq_3_TS3011a_sq_4,2,0.6467408537864685,TS3011a_sq_3|TS3011a_sq_4,TS3011a|TS3011a,Product|Product,True,True
TS3011c_sq_0_TS3011c_sq_3,2,0.6460279226303101,TS3011c_sq_0|TS3011c_sq_3,TS3011c|TS3011c,Product|Product,True,True
IS1003c_sq_3_IS1003d_sq_0,2,0.6451758146286011,IS1003c_sq_3|IS1003d_sq_0,IS1003c|IS1003d,Product|Product,False,True
Bmr023_sq_4_Bmr023_sq_5,2,0.6443133354187012,Bmr023_sq_4|Bmr023_sq_5,Bmr023|Bmr023,Academic|Academic,True,True
ES2004c_sq_4_ES2004c_sq_5,2,0.6441356539726257,ES2004c_sq_4|ES2004c_sq_5,ES2004c|ES2004c,Product|Product,True,True
IS1003b_sq_4_IS1003c_sq_2,2,0.6407495737075806,IS1003b_sq_4|IS1003c_sq_2,IS1003b|IS1003c,Product|Product,False,True
ES2011b_sq_0_TS3004c_sq_4,2,0.639945924282074,ES2011b_sq_0|TS3004c_sq_4,ES2011b|TS3004c,Product|Product,False,True
IS1003a_sq_0_IS1003a_sq_2,2,0.6391631960868835,IS1003a_sq_0|IS1003a_sq_2,IS1003a|IS1003a,Product|Product,True,True
IS1003a_sq_5_IS1003b_sq_7,2,0.6389357447624207,IS1003a_sq_5|IS1003b_sq_7,IS1003a|IS1003b,Product|Product,False,True
ES2011b_sq_0_TS3011a_sq_2,2,0.6373783946037292,ES2011b_sq_0|TS3011a_sq_2,ES2011b|TS3011a,Product|Product,False,True
TS3011a_sq_2_TS3011b_sq_1,2,0.6364631652832031,TS3011a_sq_2|TS3011b_sq_1,TS3011a|TS3011b,Product|Product,False,True
ES2011b_sq_0_TS3011b_sq_0,2,0.6359539031982422,ES2011b_sq_0|TS3011b_sq_0,ES2011b|TS3011b,Product|Product,False,True
ES2004b_sq_5_TS3004a_sq_1,2,0.6350352168083191,ES2004b_sq_5|TS3004a_sq_1,ES2004b|TS3004a,Product|Product,False,True
TS3004a_sq_0_TS3011b_sq_0,2,0.6341589093208313,TS3004a_sq_0|TS3011b_sq_0,TS3004a|TS3011b,Product|Product,False,True
IS1003b_sq_6_IS1003c_sq_3,2,0.6338176131248474,IS1003b_sq_6|IS1003c_sq_3,IS1003b|IS1003c,Product|Product,False,True
IS1003c_sq_0_IS1003c_sq_6,2,0.6310486793518066,IS1003c_sq_0|IS1003c_sq_6,IS1003c|IS1003c,Product|Product,True,True
ES2011b_sq_0_TS3011a_sq_4,2,0.630871593952179,ES2011b_sq_0|TS3011a_sq_4,ES2011b|TS3011a,Product|Product,False,True
IS1003b_sq_1_IS1003c_sq_5,2,0.6303742527961731,IS1003b_sq_1|IS1003c_sq_5,IS1003b|IS1003c,Product|Product,False,True
ES2004c_sq_5_IS1003b_sq_3,2,0.6289129853248596,ES2004c_sq_5|IS1003b_sq_3,ES2004c|IS1003b,Product|Product,False,True
ES2004a_sq_0_ES2004c_sq_1,2,0.6277810335159302,ES2004a_sq_0|ES2004c_sq_1,ES2004a|ES2004c,Product|Product,False,True
IS1003a_sq_0_IS1003b_sq_3,2,0.626865565776825,IS1003a_sq_0|IS1003b_sq_3,IS1003a|IS1003b,Product|Product,False,True
ES2004d_sq_0_TS3011d_sq_0,2,0.626765251159668,ES2004d_sq_0|TS3011d_sq_0,ES2004d|TS3011d,Product|Product,False,True
ES2004b_sq_2_ES2004b_sq_5,2,0.626172661781311,ES2004b_sq_2|ES2004b_sq_5,ES2004b|ES2004b,Product|Product,True,True
ES2011a_sq_2_TS3011c_sq_0,2,0.6257933974266052,ES2011a_sq_2|TS3011c_sq_0,ES2011a|TS3011c,Product|Product,False,True
TS3004a_sq_1_TS3011b_sq_2,2,0.6255568265914917,TS3004a_sq_1|TS3011b_sq_2,TS3004a|TS3011b,Product|Product,False,True
ES2011b_sq_0_TS3011b_sq_2,2,0.6241292953491211,ES2011b_sq_0|TS3011b_sq_2,ES2011b|TS3011b,Product|Product,False,True
ES2004c_sq_1_TS3011b_sq_2,2,0.6236709952354431,ES2004c_sq_1|TS3011b_sq_2,ES2004c|TS3011b,Product|Product,False,True
Bmr023_sq_3_Bmr023_sq_4,2,0.6234832406044006,Bmr023_sq_3|Bmr023_sq_4,Bmr023|Bmr023,Academic|Academic,True,True
TS3004a_sq_0_TS3004c_sq_3,2,0.6230769157409668,TS3004a_sq_0|TS3004c_sq_3,TS3004a|TS3004c,Product|Product,False,True
IS1003d_sq_2_IS1003d_sq_8,2,0.6230025291442871,IS1003d_sq_2|IS1003d_sq_8,IS1003d|IS1003d,Product|Product,True,True
ES2011b_sq_0_ES2011d_sq_0,2,0.6227465867996216,ES2011b_sq_0|ES2011d_sq_0,ES2011b|ES2011d,Product|Product,False,True
IS1003b_sq_3_IS1003b_sq_8,2,0.6226723194122314,IS1003b_sq_3|IS1003b_sq_8,IS1003b|IS1003b,Product|Product,True,True
TS3004a_sq_1_TS3011b_sq_1,2,0.6222911477088928,TS3004a_sq_1|TS3011b_sq_1,TS3004a|TS3011b,Product|Product,False,True
ES2011b_sq_0_TS3004a_sq_3,2,0.6222755908966064,ES2011b_sq_0|TS3004a_sq_3,ES2011b|TS3004a,Product|Product,False,True
IS1003b_sq_1_TS3004c_sq_2,2,0.6215257048606873,IS1003b_sq_1|TS3004c_sq_2,IS1003b|TS3004c,Product|Product,False,True
ES2004a_sq_0_TS3011b_sq_0,2,0.6204229593276978,ES2004a_sq_0|TS3011b_sq_0,ES2004a|TS3011b,Product|Product,False,True
ES2004c_sq_4_IS1003b_sq_3,2,0.6198088526725769,ES2004c_sq_4|IS1003b_sq_3,ES2004c|IS1003b,Product|Product,False,True
TS3004a_sq_0_TS3011a_sq_2,2,0.619480550289154,TS3004a_sq_0|TS3011a_sq_2,TS3004a|TS3011a,Product|Product,False,True
education_9_sq_0_education_9_sq_1,2,0.6189035773277283,education_9_sq_0|education_9_sq_1,education_9|education_9,Committee|Committee,True,True
TS3004a_sq_1_TS3011d_sq_1,2,0.6187929511070251,TS3004a_sq_1|TS3011d_sq_1,TS3004a|TS3011d,Product|Product,False,True
TS3004a_sq_0_TS3004a_sq_3,2,0.6187372207641602,TS3004a_sq_0|TS3004a_sq_3,TS3004a|TS3004a,Product|Product,True,True
education_13_sq_1_education_13_sq_5,2,0.6181553602218628,education_13_sq_1|education_13_sq_5,education_13|education_13,Committee|Committee,True,True
TS3004a_sq_1_TS3011a_sq_1,2,0.6177632212638855,TS3004a_sq_1|TS3011a_sq_1,TS3004a|TS3011a,Product|Product,False,True
ES2004a_sq_2_TS3011a_sq_2,2,0.6171720623970032,ES2004a_sq_2|TS3011a_sq_2,ES2004a|TS3011a,Product|Product,False,True
TS3011b_sq_4_TS3011c_sq_1,2,0.6167958974838257,TS3011b_sq_4|TS3011c_sq_1,TS3011b|TS3011c,Product|Product,False,True
IS1003b_sq_4_TS3011a_sq_5,2,0.616409420967102,IS1003b_sq_4|TS3011a_sq_5,IS1003b|TS3011a,Product|Product,False,True
education_17_sq_6_education_17_sq_7,2,0.6163667440414429,education_17_sq_6|education_17_sq_7,education_17|education_17,Committee|Committee,True,True
TS3011d_sq_1_TS3011d_sq_2,2,0.6162642240524292,TS3011d_sq_1|TS3011d_sq_2,TS3011d|TS3011d,Product|Product,True,True
IS1003b_sq_0_IS1003d_sq_3,2,0.6158807277679443,IS1003b_sq_0|IS1003d_sq_3,IS1003b|IS1003d,Product|Product,False,True
ES2004c_sq_2_ES2011b_sq_0,2,0.6158666014671326,ES2004c_sq_2|ES2011b_sq_0,ES2004c|ES2011b,Product|Product,False,True
ES2004a_sq_0_ES2011d_sq_0,2,0.6153438091278076,ES2004a_sq_0|ES2011d_sq_0,ES2004a|ES2011d,Product|Product,False,True
TS3011d_sq_3_TS3011d_sq_5,2,0.614970862865448,TS3011d_sq_3|TS3011d_sq_5,TS3011d|TS3011d,Product|Product,True,True
TS3011c_sq_3_TS3011d_sq_1,2,0.6146184206008911,TS3011c_sq_3|TS3011d_sq_1,TS3011c|TS3011d,Product|Product,False,True
